id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
2499,0,0,6.54,0,0.0,3,0.0,0.0,3,1
2538,0,0,7.09,7,0.0,0,0.0,0.0,0,1
2567,1,1,11.93,59,0.46,0,78.2,36.4,0,0
2581,1,0,6.83,12,0.0,0,0.0,0.0,0,1
2587,1,1,9.23,20,0.0,0,0.0,0.0,0,1
2684,0,0,5.62,0,0.0,0,0.0,0.0,0,1
2705,0,0,5.62,0,0.0,0,0.0,0.0,0,1
2733,1,0,11.93,25,0.04,0,24.6,3.5,0,0
2760,0,0,10.24,0,0.0,0,0.0,0.0,0,1
2781,1,1,11.93,15,1.26,0,7.1,0.9,0,0
2790,1,0,9.96,29,0.0,0,18.5,4.0,0,1
2796,0,0,5.47,16,0.0,0,0.0,0.0,0,1
2839,1,1,11.93,21,1.74,0,111.9,6.6,0,0
2852,0,0,11.93,24,0.0,0,0.0,0.0,0,0
2858,1,1,8.45,37,0.0,2,10.1,1.6,0,1
2882,0,0,7.04,13,0.0,0,0.0,0.0,0,1
2903,1,0,11.93,24,0.0,0,10.0,0.7,0,0
2926,1,1,11.93,34,1.68,2,265.7,18.4,0,0
2943,0,0,11.93,24,0.0,0,0.7,0.1,0,0
2945,0,0,5.7,0,0.0,0,0.0,0.0,0,1
2997,0,0,5.25,0,0.0,0,0.0,0.0,0,1
3017,1,1,11.7,24,0.0,0,0.0,0.0,0,1
3033,0,0,11.51,24,0.0,0,0.0,0.0,0,1
3061,1,0,5.51,0,0.0,0,0.0,0.0,0,1
3086,1,1,11.93,17,1.77,0,14.1,1.0,0,0
3121,1,0,10.19,14,0.0,0,29.0,2.0,0,1
3133,1,0,11.93,21,0.12,0,107.3,2.7,0,0
3175,0,0,6.26,13,0.0,0,0.0,0.0,0,1
3191,1,0,7.91,24,0.0,0,11.4,1.6,0,1
3196,0,0,5.62,0,0.0,0,0.0,0.0,0,1
3199,1,0,5.3,12,0.0,0,0.0,0.0,3,1
3210,1,1,11.93,15,1.65,0,5.2,0.2,0,0
3226,0,0,8.33,18,0.0,0,0.0,0.0,0,1
3233,0,0,9.06,20,0.0,0,0.0,0.0,0,1
3252,1,0,11.89,24,0.0,0,0.0,0.0,0,1
3267,1,0,7.85,5,0.0,0,0.0,0.0,0,1
3274,0,0,7.21,10,0.0,0,0.0,0.0,0,1
3288,0,0,7.31,14,0.0,0,2.5,0.2,0,1
3329,0,0,7.44,22,0.0,2,18.1,2.6,0,1
3374,0,0,5.34,0,0.0,0,0.0,0.0,0,1
3388,0,0,12.16,0,0.0,0,0.0,0.0,0,1
3410,1,1,11.93,15,1.32,1,68.8,3.9,0,0
3433,0,0,6.92,21,0.33,1,0.0,0.0,0,1
3448,1,1,10.56,0,0.0,0,0.0,0.0,0,1
3455,1,1,11.93,48,1.01,1,113.2,7.6,0,0
3473,0,0,5.53,0,0.0,0,0.0,0.0,0,1
3475,0,0,5.61,0,0.0,0,0.0,0.0,0,1
3476,1,0,8.95,42,0.0,0,37.6,5.6,0,1
3477,0,0,5.69,13,0.0,0,0.0,0.0,0,1
3488,1,0,11.93,22,1.06,0,11.4,0.5,0,0
3521,0,0,5.94,0,0.0,0,0.0,0.0,0,1
3531,0,0,5.47,0,0.0,0,0.0,0.0,0,1
3547,0,0,7.73,0,0.0,0,0.0,0.0,0,1
3634,0,0,5.69,0,0.0,0,0.0,0.0,0,1
3649,0,0,6.07,0,0.0,0,0.0,0.0,0,1
3707,0,0,7.47,0,0.0,0,0.0,0.0,0,1
3714,0,0,7.36,0,0.0,0,0.0,0.0,0,1
3733,0,0,8.32,0,0.0,0,0.0,0.0,0,1
3793,0,0,5.43,18,0.0,0,0.0,0.0,0,1
3861,0,0,6.46,0,0.0,0,0.0,0.0,0,1
3926,1,1,11.06,22,0.0,0,7.1,0.8,0,1
3964,1,0,8.49,0,0.0,0,0.0,0.0,0,1
4024,0,0,9.28,0,0.0,0,0.0,0.0,0,1
4032,0,0,6.45,14,0.0,0,0.0,0.0,0,1
4045,0,0,6.41,21,0.0,0,0.0,0.0,0,1
4082,1,0,11.02,0,0.0,0,0.0,0.0,0,1
4158,0,0,5.94,0,0.0,0,0.0,0.0,0,1
4259,1,1,8.78,20,0.0,0,3.0,0.5,0,1
4263,0,0,12.61,0,0.0,0,0.0,0.0,0,1
4271,1,1,12.44,21,0.0,0,4.8,0.1,0,1
4297,1,0,8.05,0,0.0,0,0.0,0.0,0,1
4347,0,0,5.69,0,0.0,0,0.0,0.0,0,1
4389,1,1,11.93,19,1.88,0,52.4,2.2,0,0
4424,0,0,5.61,0,0.0,0,0.0,0.0,0,1
4434,0,0,5.25,13,0.0,0,0.0,0.0,0,1
4448,1,0,7.65,0,0.0,1,19.3,5.2,0,1
4479,0,0,9.56,0,0.0,0,0.0,0.0,0,1
4518,0,0,5.98,0,0.0,0,0.0,0.0,0,1
4521,0,0,6.27,0,0.0,0,0.0,0.0,0,1
4522,0,0,10.06,0,0.0,0,0.0,0.0,0,1
4526,1,1,12.19,0,0.0,0,0.0,0.0,0,1
4537,0,0,5.61,0,0.0,0,0.0,0.0,0,1
4544,0,0,7.45,0,0.0,0,0.0,0.0,0,1
4556,0,0,9.99,0,0.0,0,0.0,0.0,0,1
4579,0,0,7.08,0,0.0,0,0.0,0.0,0,1
4612,0,0,9.57,0,0.0,0,0.0,0.0,0,1
4645,0,0,5.37,0,0.0,0,0.0,0.0,0,1
4667,0,0,7.08,0,0.0,0,0.0,0.0,0,1
4672,0,0,11.93,24,0.0,4,3.9,0.4,0,0
4674,0,0,7.32,20,0.0,0,14.2,0.6,0,1
4692,0,0,8.36,0,0.0,0,0.0,0.0,0,1
4700,1,1,6.28,24,0.0,2,0.0,0.0,0,1
4711,0,0,5.12,0,0.0,0,0.0,0.0,0,1
4781,1,1,11.92,10,1.26,0,23.6,1.7,0,0
4782,1,0,5.98,21,0.0,0,0.0,0.0,0,1
4785,1,1,11.92,32,0.99,0,0.0,0.0,0,0
4819,0,0,5.42,13,0.0,0,0.0,0.0,0,1
4828,0,0,7.87,0,0.0,0,0.0,0.0,0,1
4843,1,1,7.17,22,0.0,0,2.9,0.3,0,1
4877,0,0,9.55,0,0.0,0,0.0,0.0,0,1
4897,0,0,6.05,14,0.0,0,0.0,0.0,0,1
4941,0,0,10.19,0,0.0,0,0.0,0.0,0,1
4950,0,0,5.63,14,0.0,0,0.0,0.0,0,1
4967,1,0,7.77,0,0.0,0,0.0,0.0,0,1
4973,0,0,9.55,18,0.0,0,0.0,0.0,0,1
4985,1,0,6.14,12,0.0,1,0.0,0.0,0,1
5000,1,1,12.12,20,0.0,0,0.3,0.7,0,1
5110,0,0,5.85,14,0.0,0,0.0,0.0,0,1
5182,0,0,7.35,12,0.0,0,0.0,0.0,0,1
5188,1,1,11.92,33,0.0,0,0.0,0.0,0,0
5194,1,1,6.55,14,0.0,1,0.0,0.0,0,1
5198,1,1,8.85,0,0.0,0,0.0,0.0,0,1
5225,1,1,11.92,24,0.0,0,37.0,5.8,0,0
5248,0,0,5.12,0,0.0,0,0.0,0.0,0,1
5292,1,1,6.03,0,0.0,0,0.0,0.0,0,1
5308,1,0,11.92,31,0.0,0,0.3,0.0,0,0
5325,1,1,11.92,24,0.0,0,0.1,0.0,0,0
5338,1,1,11.92,24,1.01,0,36.7,1.9,0,0
5347,0,0,5.56,0,0.0,0,0.0,0.0,0,1
5355,1,1,10.47,7,0.0,0,0.0,0.0,0,1
5422,1,1,11.92,16,1.79,0,34.2,2.3,0,0
5442,0,0,11.92,24,0.0,0,0.0,0.0,0,0
5449,0,0,6.95,1,0.0,0,0.0,0.0,0,1
5472,0,0,9.72,8,0.0,1,6.5,0.6,0,1
5510,0,0,12.34,22,0.0,0,0.0,0.0,0,1
5516,1,0,11.17,33,0.0,0,0.0,0.0,0,1
5636,0,0,8.55,14,0.0,0,14.4,0.8,3,1
5660,1,0,8.82,21,0.0,0,3.3,0.3,0,1
5680,1,0,6.18,14,0.0,0,0.0,0.0,0,1
5684,1,0,8.98,24,0.0,1,27.1,9.4,0,1
5694,1,0,11.92,24,0.0,0,0.0,0.0,0,0
5721,1,0,11.92,21,0.33,0,31.4,5.0,0,0
5746,1,1,10.09,59,0.0,2,27.1,23.9,0,1
5754,0,0,6.08,14,0.0,0,0.0,0.0,0,1
5767,1,0,6.37,14,0.0,0,0.0,0.0,0,1
5780,0,0,7.58,13,0.0,0,1.6,0.2,0,1
5786,1,0,11.92,19,1.78,1,30.3,1.3,0,0
5793,0,0,9.42,32,0.0,0,23.2,5.3,0,1
5872,1,0,11.92,21,1.93,1,125.2,6.6,0,0
5896,0,0,11.92,59,0.0,0,0.0,0.0,0,0
5960,0,0,6.55,20,0.0,2,0.0,0.0,0,1
5969,1,0,11.89,0,0.0,0,0.0,0.0,0,1
6003,0,0,7.41,21,0.0,1,2.4,0.9,0,1
6009,0,0,5.28,0,0.0,0,0.0,0.0,0,1
6016,1,0,7.05,23,0.0,3,0.0,0.0,0,1
6034,0,0,8.32,12,0.0,0,4.9,0.6,0,1
6115,0,0,6.19,53,0.0,2,0.0,0.0,0,1
6147,1,0,7.32,21,0.0,0,2.9,0.1,0,1
6149,1,0,11.92,22,1.16,0,19.5,2.0,0,0
6171,1,1,12.76,10,0.57,0,22.3,4.4,0,1
6191,0,0,7.47,24,0.0,0,7.5,1.5,0,1
6192,1,0,8.52,19,0.0,0,0.0,0.0,0,1
6194,1,1,11.92,17,1.95,0,7.3,0.8,0,0
6202,0,0,5.37,15,1.86,0,0.0,0.0,0,1
6219,0,0,7.04,0,0.0,0,0.0,0.0,7,1
6222,1,0,6.84,0,0.0,0,0.0,0.0,0,1
6223,1,1,11.92,29,0.23,0,16.1,1.0,0,0
6231,1,1,11.92,20,0.37,0,134.6,7.3,0,0
6270,0,0,5.73,13,0.0,0,0.0,0.0,0,1
6277,0,0,10.36,18,0.0,0,0.0,0.0,0,1
6283,1,1,11.92,22,1.96,0,62.2,5.1,0,0
6303,0,0,7.25,13,0.0,0,0.0,0.0,0,1
6330,0,0,8.69,162,0.0,0,0.0,0.0,0,1
6347,0,0,11.92,66,0.01,0,370.4,14.8,0,0
6372,1,0,9.45,26,0.0,0,11.0,2.6,0,1
6390,1,0,11.92,25,0.21,0,1.9,0.1,0,0
6424,0,0,5.55,14,0.0,0,0.0,0.0,0,1
6492,1,0,11.42,22,0.0,0,15.5,1.2,0,1
6505,0,0,5.6,0,0.0,0,0.0,0.0,0,1
6517,1,0,9.03,20,0.0,0,2.1,0.4,0,1
6518,1,0,7.39,13,0.0,0,12.7,0.6,0,1
6556,1,0,8.55,20,0.0,2,30.8,2.6,0,1
6558,1,0,6.48,35,0.0,0,0.0,0.0,0,1
6572,0,0,5.44,14,0.0,1,0.0,0.0,0,1
6597,0,0,5.25,13,0.0,0,0.0,0.0,0,1
6614,0,0,5.85,22,0.0,0,0.0,0.0,0,1
6617,1,1,11.13,17,0.0,1,2.5,0.1,0,1
6640,1,0,11.92,22,0.07,0,64.1,7.1,0,0
6689,1,0,11.74,24,0.0,0,60.2,3.3,0,1
6691,0,0,5.77,14,0.0,0,0.0,0.0,0,1
6727,0,0,5.6,0,0.0,0,0.0,0.0,0,1
6777,1,1,10.8,21,0.0,0,8.0,1.3,0,1
6787,1,0,9.95,32,0.0,0,5.6,0.3,0,1
6846,1,1,11.92,71,1.16,0,86.3,2.9,0,0
6848,0,0,5.6,0,0.0,0,0.0,0.0,0,1
6851,1,0,11.92,22,1.44,0,70.2,2.5,0,0
6861,0,0,10.09,20,0.0,0,0.0,0.0,0,1
6862,0,0,10.46,19,0.0,0,0.0,0.0,0,1
6864,1,0,5.79,14,0.0,0,0.0,0.0,0,1
6891,1,0,8.35,0,0.0,0,0.0,0.0,0,1
6954,1,1,11.92,17,0.21,0,0.0,0.0,0,0
6956,0,0,5.64,20,0.0,1,0.0,0.0,0,1
6993,0,0,11.36,56,0.0,0,0.0,0.0,0,1
7001,1,0,6.57,21,0.0,0,0.0,0.0,0,1
7003,0,0,5.33,13,0.0,0,0.0,0.0,0,1
7014,1,0,8.1,75,0.0,0,39.4,1.7,0,1
7027,1,0,10.39,21,0.0,0,0.0,0.0,0,1
7041,0,0,9.19,20,0.0,0,0.0,0.0,0,1
7057,1,1,11.92,20,0.46,0,105.7,7.9,0,0
7083,0,0,5.6,0,0.0,0,0.0,0.0,0,1
7100,0,0,10.89,0,0.0,0,0.0,0.0,0,1
7115,1,1,11.92,65,0.15,0,22.5,1.0,0,0
7150,0,0,5.29,0,0.0,0,0.0,0.0,0,1
7155,0,0,5.93,0,0.0,0,0.0,0.0,0,1
7166,0,0,7.71,14,0.0,0,2.0,0.5,0,1
7174,0,0,11.92,12,0.0,0,2.9,0.1,2,0
7203,0,0,5.6,0,0.0,0,0.0,0.0,0,1
7245,1,0,6.56,0,0.0,0,0.0,0.0,0,1
7302,0,0,5.28,43,0.0,0,0.0,0.0,0,1
7352,1,1,12.3,0,0.0,0,0.0,0.0,0,1
7358,1,0,11.92,21,0.49,0,33.5,11.2,0,0
7369,0,0,6.7,23,0.53,4,0.0,0.0,0,1
7384,1,1,11.92,10,1.27,0,0.0,0.0,0,0
7392,0,0,11.92,25,0.21,1,22.0,0.8,0,0
7428,1,1,11.92,19,1.78,2,62.7,5.7,0,0
7452,1,0,8.96,20,0.0,0,0.0,0.0,0,1
7465,1,1,5.22,13,0.0,0,0.0,0.0,0,1
7495,0,0,5.34,13,0.0,0,0.0,0.0,0,1
7502,1,1,10.95,0,0.0,0,0.0,0.0,0,1
7537,0,0,5.62,10,0.0,0,0.0,0.0,0,1
7560,1,0,11.91,22,1.28,0,35.8,2.1,0,0
7568,0,0,8.09,12,0.0,0,1.5,0.2,0,1
7592,0,0,5.84,15,0.0,2,0.0,0.0,0,1
7607,0,0,11.91,24,0.0,0,120.3,10.0,0,0
7650,1,0,6.71,23,0.0,2,0.0,0.0,0,1
7674,0,0,7.62,23,0.0,0,1.5,0.2,0,1
7690,0,0,8.44,19,0.0,0,1.7,0.3,0,1
7695,1,0,11.91,20,1.3,1,34.2,5.1,0,0
7696,0,0,5.6,0,0.0,0,0.0,0.0,0,1
7714,1,1,11.91,10,1.13,0,7.5,1.1,0,0
7778,0,0,5.44,13,0.0,0,0.0,0.0,0,1
7813,0,0,7.23,23,0.0,0,4.2,0.3,0,1
7829,0,0,6.88,24,0.0,1,0.0,0.0,0,1
7830,1,0,10.75,6,0.0,0,23.4,1.9,0,1
7877,0,0,5.47,21,0.0,0,0.0,0.0,0,1
7884,0,0,5.5,0,0.0,0,0.0,0.0,0,1
7916,0,0,7.62,23,0.0,0,0.5,0.0,0,1
7953,1,0,9.46,25,0.0,0,34.0,2.3,0,1
7967,1,0,11.05,30,0.0,0,115.1,7.0,0,1
7992,1,0,5.44,21,0.0,0,0.0,0.0,0,1
7994,1,1,11.8,22,1.17,0,51.4,6.5,0,0
8006,1,1,11.8,25,1.68,0,51.6,5.1,0,0
8011,1,1,11.8,57,0.0,0,156.0,12.8,0,0
8034,0,0,7.1,12,0.0,0,15.0,0.8,0,1
8036,1,0,7.15,0,0.0,0,0.3,0.0,0,1
8037,1,0,7.16,0,0.0,0,0.0,0.0,0,1
8058,1,1,11.79,20,0.54,0,56.4,5.4,0,0
8109,1,0,10.69,40,0.49,1,611.9,54.7,0,1
8134,1,0,8.34,18,0.0,0,11.2,0.6,0,1
8195,1,0,7.71,0,0.0,0,1.8,0.2,5,1
8230,1,1,11.76,25,0.1,0,10.6,0.8,0,0
8255,1,0,9.85,34,0.0,0,43.8,7.1,0,1
8332,1,0,10.81,33,0.0,0,7.7,1.2,0,1
8338,0,0,6.67,13,0.0,0,0.0,0.0,0,1
8346,1,0,11.74,3,0.0,0,4.3,0.3,1,0
8373,1,1,5.7,0,0.0,0,0.0,0.0,6,1
8404,1,0,10.9,22,0.0,0,44.3,5.2,0,1
8435,1,0,9.19,24,0.0,0,12.6,0.6,0,1
8444,0,0,5.81,13,0.0,0,0.0,0.0,0,1
8451,0,0,8.21,0,0.0,0,11.6,0.6,6,1
8461,0,0,5.34,12,0.0,0,0.0,0.0,0,1
8468,0,0,5.21,15,0.0,0,0.0,0.0,3,1
8483,1,1,5.81,0,0.0,0,0.0,0.0,6,1
8492,1,1,11.72,26,1.43,0,53.1,7.6,0,0
8510,1,1,11.72,21,0.1,1,22.4,3.0,0,0
8582,0,0,5.4,0,0.0,0,0.0,0.0,0,1
8589,1,0,5.91,14,0.0,2,0.0,0.0,0,1
8596,1,1,5.39,13,0.0,0,0.0,0.0,0,1
8607,0,0,8.56,40,0.0,0,38.6,3.0,0,1
8614,1,1,10.1,26,0.0,1,43.3,1.9,0,1
8668,0,0,8.46,20,0.0,0,5.1,0.4,0,1
8673,0,0,5.87,0,1.15,3,0.0,0.0,6,1
8688,0,0,5.98,0,0.0,1,0.0,0.0,6,1
8691,1,0,11.7,20,1.61,0,13.1,0.6,0,0
8697,1,1,11.7,19,1.93,0,38.4,3.1,0,0
8704,0,0,9.33,16,0.0,0,7.4,0.9,1,1
8713,0,0,4.84,12,0.0,0,0.0,0.0,0,1
8752,1,0,11.69,21,0.27,0,166.0,11.0,0,0
8763,1,0,5.72,23,0.0,6,0.0,0.0,0,1
8767,0,0,7.37,0,0.0,0,0.0,0.0,0,1
8770,0,0,5.32,17,0.0,0,0.0,0.0,0,1
8779,1,0,11.68,25,0.33,0,36.3,2.0,0,0
8835,1,0,11.86,17,0.0,0,17.3,1.3,0,1
8922,1,0,8.88,25,0.0,3,5.3,0.7,0,1
8929,1,0,8.91,24,0.0,0,2.4,0.1,0,1
8942,1,1,11.66,22,0.83,3,15.4,1.8,0,0
8958,1,1,11.65,21,0.43,0,22.3,1.6,0,0
8975,1,1,11.65,10,1.16,0,50.2,6.3,0,0
8983,0,0,5.25,14,0.0,0,0.0,0.0,0,1
8993,0,0,8.72,17,0.0,0,0.0,0.0,0,1
9003,1,1,11.64,15,1.13,0,108.3,5.6,0,0
9013,1,0,11.64,12,1.02,2,34.6,1.7,0,0
9017,0,0,11.64,24,0.0,0,6.2,0.4,0,0
9018,1,1,7.94,24,0.0,0,25.1,1.8,0,1
9061,1,0,11.62,79,1.86,2,70.2,9.0,0,0
9069,1,0,7.6,14,0.0,0,4.2,0.5,0,1
9080,1,0,11.62,20,0.76,0,13.6,0.9,0,0
9112,1,1,5.92,12,0.0,0,0.0,0.0,0,1
9115,1,0,11.61,21,0.09,1,21.8,2.8,0,0
9145,0,0,6.99,15,0.0,0,6.0,0.6,0,1
9157,1,1,11.6,21,0.44,0,44.3,3.1,0,0
9161,1,1,12.33,10,0.5,1,14.8,3.4,0,1
9167,1,1,11.6,15,1.64,0,15.0,1.3,0,0
9185,0,0,5.61,0,0.0,0,0.0,0.0,0,1
9192,1,0,5.76,13,0.0,0,0.0,0.0,0,1
9210,0,0,5.18,24,0.0,0,0.0,0.0,0,1
9211,1,0,11.59,20,1.0,0,69.6,4.1,0,0
9225,1,1,6.74,0,0.0,0,0.0,0.0,0,1
9232,1,1,11.59,10,1.17,0,16.2,0.9,0,0
9260,0,0,10.0,24,0.0,0,47.9,2.4,0,1
9269,1,1,6.3,0,0.0,0,0.0,0.0,0,1
9291,1,0,9.46,19,0.0,0,2.2,0.2,0,1
9388,1,0,6.57,13,0.0,0,0.0,0.0,0,1
9393,0,0,5.24,0,0.0,0,0.0,0.0,0,1
9493,1,0,4.9,0,0.7,0,0.0,0.0,2,1
9564,1,1,5.86,19,0.0,4,0.0,0.0,0,1
9572,1,1,11.49,10,1.22,0,16.2,2.8,0,0
9591,1,0,7.66,17,0.0,0,6.2,0.5,0,1
9601,1,1,11.47,21,0.05,1,15.4,1.3,0,0
9607,1,0,7.78,0,0.0,0,22.3,1.6,0,1
9706,0,0,8.02,22,0.0,1,8.7,0.5,0,1
9752,0,0,8.06,20,0.0,3,2.1,0.2,0,1
9759,0,0,4.67,13,0.0,1,0.0,0.0,0,1
9771,1,0,6.56,13,0.0,0,0.0,0.0,0,1
9777,1,1,9.79,22,0.0,0,24.1,0.7,0,1
9791,1,0,6.1,45,0.0,2,0.0,0.0,1,1
9811,1,1,11.39,15,1.28,0,235.6,9.8,0,0
9821,0,0,6.06,22,0.65,1,0.0,0.0,0,1
9914,0,0,4.87,0,0.0,0,0.0,0.0,7,1
